【  标清频道  】,#genre#
东方卫视,http://118.113.244.141:55555/udp/239.93.1.44:5140
东方卫视,http://118.114.200.254:5555/udp/239.93.1.44:5140
东方卫视,http://171.214.225.117:5555/udp/239.93.1.44:5140
东方卫视,http://221.237.9.18:6066/udp/239.93.1.44:5140
云南卫视,http://221.237.9.18:6066/udp/239.93.1.168:5140
云南卫视,http://221.237.92.115:9999/udp/239.93.1.168:5140
云南卫视,http://221.237.190.219:8888/udp/239.93.1.168:5140
云南卫视,http://125.69.147.119:55555/udp/239.93.1.168:5140
云南卫视,http://218.89.233.205:8088/udp/239.93.1.168:5140
云南卫视,http://118.114.200.254:5555/udp/239.93.1.168:5140
云南卫视,http://182.139.91.102:58888/udp/239.93.1.168:5140
云南卫视,http://218.89.233.206:8088/udp/239.93.1.168:5140
内蒙古卫视,http://125.71.114.181:4000/udp/239.93.1.208:5140
内蒙古卫视,http://182.151.169.209:55555/udp/239.93.1.208:5140
内蒙古卫视,http://118.114.200.254:5555/udp/239.93.1.208:5140
内蒙古卫视,http://171.214.225.117:5555/udp/239.93.1.208:5140
内蒙古卫视,http://182.139.91.101:58888/udp/239.93.1.208:5140
内蒙古卫视,http://218.89.233.205:8088/udp/239.93.1.208:5140
北京卫视,http://218.89.233.206:8088/udp/239.93.1.66:5140
北京卫视,http://125.69.147.119:55555/udp/239.93.1.66:5140
北京卫视,http://118.113.244.141:55555/udp/239.93.1.66:5140
北京卫视,http://118.113.246.235:55555/udp/239.93.1.66:5140
北京卫视,http://182.151.169.209:55555/udp/239.93.1.66:5140
北京卫视,http://221.237.92.115:9999/udp/239.93.1.66:5140
北京卫视,http://221.237.9.18:6066/udp/239.93.1.66:5140
北京卫视,http://218.89.233.205:8088/udp/239.93.1.66:5140
北京卫视,http://171.214.225.117:5555/udp/239.93.1.66:5140
北京卫视,http://125.71.114.181:4000/udp/239.93.1.66:5140
北京卫视,http://182.139.91.112:58888/udp/239.93.1.66:5140
北京卫视,http://118.114.200.254:5555/udp/239.93.1.66:5140
北京卫视,http://182.139.91.102:58888/udp/239.93.1.66:5140
吉林卫视,http://221.237.92.115:9999/udp/239.93.1.204:5140
吉林卫视,http://118.113.244.141:55555/udp/239.93.1.204:5140
吉林卫视,http://218.89.233.205:8088/udp/239.93.1.204:5140
吉林卫视,http://218.89.233.206:8088/udp/239.93.1.204:5140
吉林卫视,http://118.114.200.254:5555/udp/239.93.1.204:5140
吉林卫视,http://125.69.147.119:55555/udp/239.93.1.204:5140
吉林卫视,http://171.214.225.117:5555/udp/239.93.1.204:5140
吉林卫视,http://182.139.91.102:58888/udp/239.93.1.204:5140
吉林卫视,http://221.237.9.18:6066/udp/239.93.1.204:5140
吉林卫视,http://125.71.114.181:4000/udp/239.93.1.204:5140
吉林卫视,http://171.88.33.238:4022/udp/239.93.1.204:5140
吉林卫视,http://182.139.91.112:58888/udp/239.93.1.204:5140
吉林卫视,http://182.151.169.209:55555/udp/239.93.1.204:5140
吉林卫视,http://222.210.209.3:8888/udp/239.93.1.204:5140
四川卫视,http://118.113.246.235:55555/udp/239.93.0.128:5140
四川卫视,http://218.89.233.205:8088/udp/239.93.0.128:5140
四川卫视,http://221.237.92.115:9999/udp/239.93.0.128:5140
四川卫视,http://221.237.9.18:6066/udp/239.93.0.128:5140
四川卫视,http://182.139.91.101:58888/udp/239.93.0.128:5140
四川卫视,http://182.151.169.209:55555/udp/239.93.0.128:5140
四川卫视,http://218.89.233.206:8088/udp/239.93.0.128:5140
四川卫视,http://222.210.209.3:8888/udp/239.93.0.128:5140
四川卫视,http://171.214.225.117:5555/udp/239.93.0.128:5140
四川卫视,http://182.139.91.112:58888/udp/239.93.0.128:5140
四川卫视,http://125.71.114.181:4000/udp/239.93.0.128:5140
四川卫视,http://171.88.33.238:4022/udp/239.93.0.128:5140
四川卫视,http://118.114.200.254:5555/udp/239.93.0.128:5140
四川卫视,http://118.113.244.141:55555/udp/239.93.0.128:5140
天津卫视,http://221.237.92.115:9999/udp/239.93.1.134:5140
天津卫视,http://182.139.91.102:58888/udp/239.93.1.134:5140
天津卫视,http://221.237.9.18:6066/udp/239.93.1.134:5140
天津卫视,http://182.139.91.112:58888/udp/239.93.1.134:5140
天津卫视,http://171.88.33.238:4022/udp/239.93.1.134:5140
天津卫视,http://182.151.169.209:55555/udp/239.93.1.134:5140
天津卫视,http://118.114.200.254:5555/udp/239.93.1.134:5140
天津卫视,http://171.214.225.117:5555/udp/239.93.1.134:5140
天津卫视,http://218.89.233.205:8088/udp/239.93.1.134:5140
天津卫视,http://222.210.209.3:8888/udp/239.93.1.134:5140
天津卫视,http://125.69.147.119:55555/udp/239.93.1.134:5140
天津卫视,http://125.71.114.181:4000/udp/239.93.1.134:5140
天津卫视,http://118.113.244.141:55555/udp/239.93.1.134:5140
天津卫视,http://218.89.233.206:8088/udp/239.93.1.134:5140
山东卫视,http://182.139.91.112:58888/udp/239.93.0.229:5140
山东卫视,http://125.69.147.119:55555/udp/239.93.0.229:5140
山东卫视,http://118.113.244.141:55555/udp/239.93.0.229:5140
山东卫视,http://218.89.233.205:8088/udp/239.93.0.229:5140
山东卫视,http://221.237.92.115:9999/udp/239.93.0.229:5140
山东卫视,http://182.139.91.102:58888/udp/239.93.0.229:5140
山东卫视,http://118.114.200.254:5555/udp/239.93.0.229:5140
山东卫视,http://221.237.190.219:8888/udp/239.93.0.229:5140
山东卫视,http://171.88.33.238:4022/udp/239.93.0.229:5140
山东卫视,http://218.89.233.206:8088/udp/239.93.0.229:5140
山东卫视,http://171.214.225.117:5555/udp/239.93.0.229:5140
山东卫视,http://125.71.114.181:4000/udp/239.93.0.229:5140
山东卫视,http://182.151.169.209:55555/udp/239.93.0.229:5140
山东卫视,http://221.237.9.18:6066/udp/239.93.0.229:5140
山西卫视,http://221.237.92.115:9999/udp/239.93.1.207:5140
山西卫视,http://221.237.9.18:6066/udp/239.93.1.207:5140
广东卫视,http://182.139.91.102:58888/udp/239.93.0.201:5140
广东卫视,http://182.151.169.209:55555/udp/239.93.0.201:5140
广东卫视,http://221.237.92.115:9999/udp/239.93.0.201:5140
广东卫视,http://171.214.225.117:5555/udp/239.93.0.201:5140
广东卫视,http://218.89.233.205:8088/udp/239.93.0.201:5140
广东卫视,http://218.89.233.206:8088/udp/239.93.0.201:5140
广东卫视,http://222.210.209.3:8888/udp/239.93.0.201:5140
广东卫视,http://221.237.9.18:6066/udp/239.93.0.201:5140
广东卫视,http://182.139.91.112:58888/udp/239.93.0.201:5140
广东卫视,http://118.113.244.141:55555/udp/239.93.0.201:5140
广东卫视,http://118.113.246.235:55555/udp/239.93.0.201:5140
广东卫视,http://118.114.200.254:5555/udp/239.93.0.201:5140
广东卫视,http://125.71.114.181:4000/udp/239.93.0.201:5140
广西卫视,http://125.69.147.119:55555/udp/239.93.1.203:5140
广西卫视,http://118.113.244.141:55555/udp/239.93.1.203:5140
广西卫视,http://171.214.225.117:5555/udp/239.93.1.203:5140
康巴卫视,http://118.113.244.141:55555/udp/239.93.1.149:5140
康巴卫视,http://171.88.33.238:4022/udp/239.93.1.149:5140
康巴卫视,http://218.89.233.205:8088/udp/239.93.1.149:5140
康巴卫视,http://222.210.209.3:8888/udp/239.93.1.149:5140
康巴卫视,http://118.113.246.235:55555/udp/239.93.1.149:5140
康巴卫视,http://182.139.91.101:58888/udp/239.93.1.149:5140
康巴卫视,http://221.237.92.115:9999/udp/239.93.1.149:5140
康巴卫视,http://118.114.200.254:5555/udp/239.93.1.149:5140
康巴卫视,http://125.69.147.119:55555/udp/239.93.1.149:5140
康巴卫视,http://218.89.233.206:8088/udp/239.93.1.149:5140
康巴卫视,http://221.237.9.18:6066/udp/239.93.1.149:5140
新疆卫视,http://171.88.33.238:4022/udp/239.93.1.214:5140
新疆卫视,http://171.214.225.117:5555/udp/239.93.1.214:5140
新疆卫视,http://182.139.91.102:58888/udp/239.93.1.214:5140
江苏卫视,http://221.237.92.115:9999/udp/239.93.1.45:5140
江苏卫视,http://221.237.9.18:6066/udp/239.93.1.45:5140
江苏卫视,http://221.237.190.219:8888/udp/239.93.1.45:5140
江苏卫视,http://222.210.209.3:8888/udp/239.93.1.45:5140
江苏卫视,http://118.113.244.141:55555/udp/239.93.1.45:5140
江苏卫视,http://182.151.169.209:55555/udp/239.93.1.45:5140
江苏卫视,http://218.89.233.205:8088/udp/239.93.1.45:5140
江苏卫视,http://171.88.33.238:4022/udp/239.93.1.45:5140
江苏卫视,http://218.89.233.206:8088/udp/239.93.1.45:5140
江苏卫视,http://125.69.147.119:55555/udp/239.93.1.45:5140
江苏卫视,http://118.114.200.254:5555/udp/239.93.1.45:5140
江苏卫视,http://182.139.91.112:58888/udp/239.93.1.45:5140
江西卫视,http://182.151.169.209:55555/udp/239.93.1.19:5140
江西卫视,http://221.237.9.18:6066/udp/239.93.1.19:5140
江西卫视,http://125.71.114.181:4000/udp/239.93.1.19:5140
江西卫视,http://125.69.147.119:55555/udp/239.93.1.19:5140
江西卫视,http://118.113.244.141:55555/udp/239.93.1.19:5140
江西卫视,http://182.139.91.112:58888/udp/239.93.1.19:5140
江西卫视,http://218.89.233.205:8088/udp/239.93.1.19:5140
江西卫视,http://171.214.225.117:5555/udp/239.93.1.19:5140
江西卫视,http://218.89.233.206:8088/udp/239.93.1.19:5140
江西卫视,http://221.237.190.219:8888/udp/239.93.1.19:5140
江西卫视,http://171.88.33.238:4022/udp/239.93.1.19:5140
江西卫视,http://118.114.200.254:5555/udp/239.93.1.19:5140
河北卫视,http://118.114.200.254:5555/udp/239.93.1.202:5140
河北卫视,http://221.237.190.219:8888/udp/239.93.1.202:5140
河北卫视,http://125.69.147.119:55555/udp/239.93.1.202:5140
河北卫视,http://222.210.209.3:8888/udp/239.93.1.202:5140
河北卫视,http://182.151.169.209:55555/udp/239.93.1.202:5140
河北卫视,http://125.71.114.181:4000/udp/239.93.1.202:5140
河北卫视,http://171.214.225.117:5555/udp/239.93.1.202:5140
河北卫视,http://182.139.91.102:58888/udp/239.93.1.202:5140
河北卫视,http://218.89.233.205:8088/udp/239.93.1.202:5140
河北卫视,http://221.237.9.18:6066/udp/239.93.1.202:5140
河北卫视,http://218.89.233.206:8088/udp/239.93.1.202:5140
河北卫视,http://221.237.92.115:9999/udp/239.93.1.202:5140
河北卫视,http://171.88.33.238:4022/udp/239.93.1.202:5140
河南卫视,http://118.113.244.141:55555/udp/239.93.1.169:5140
河南卫视,http://218.89.233.205:8088/udp/239.93.1.169:5140
河南卫视,http://222.210.209.3:8888/udp/239.93.1.169:5140
河南卫视,http://221.237.9.18:6066/udp/239.93.1.169:5140
河南卫视,http://182.151.169.209:55555/udp/239.93.1.169:5140
河南卫视,http://221.237.92.115:9999/udp/239.93.1.169:5140
河南卫视,http://125.71.114.181:4000/udp/239.93.1.169:5140
河南卫视,http://125.69.147.119:55555/udp/239.93.1.169:5140
河南卫视,http://218.89.233.206:8088/udp/239.93.1.169:5140
河南卫视,http://171.88.33.238:4022/udp/239.93.1.169:5140
河南卫视,http://182.139.91.102:58888/udp/239.93.1.169:5140
浙江卫视,http://125.71.114.181:4000/udp/239.93.1.6:5140
浙江卫视,http://125.69.147.119:55555/udp/239.93.1.6:5140
浙江卫视,http://218.89.233.206:8088/udp/239.93.1.6:5140
浙江卫视,http://222.210.209.3:8888/udp/239.93.1.6:5140
浙江卫视,http://221.237.92.115:9999/udp/239.93.1.6:5140
浙江卫视,http://182.139.91.101:58888/udp/239.93.1.6:5140
浙江卫视,http://118.114.200.254:5555/udp/239.93.1.6:5140
浙江卫视,http://182.151.169.209:55555/udp/239.93.1.6:5140
浙江卫视,http://221.237.9.18:6066/udp/239.93.1.6:5140
浙江卫视,http://218.89.233.205:8088/udp/239.93.1.6:5140
浙江卫视,http://182.139.91.112:58888/udp/239.93.1.6:5140
浙江卫视,http://182.139.91.102:58888/udp/239.93.1.6:5140
深圳卫视,http://221.237.9.18:6066/udp/239.93.1.21:5140
深圳卫视,http://171.214.225.117:5555/udp/239.93.1.21:5140
深圳卫视,http://221.237.190.219:8888/udp/239.93.1.21:5140
深圳卫视,http://222.210.209.3:8888/udp/239.93.1.21:5140
深圳卫视,http://118.113.244.141:55555/udp/239.93.1.21:5140
深圳卫视,http://218.89.233.206:8088/udp/239.93.1.21:5140
深圳卫视,http://125.71.114.181:4000/udp/239.93.1.21:5140
深圳卫视,http://218.89.233.205:8088/udp/239.93.1.21:5140
深圳卫视,http://182.139.91.101:58888/udp/239.93.1.21:5140
深圳卫视,http://221.237.92.115:9999/udp/239.93.1.21:5140
深圳卫视,http://118.114.200.254:5555/udp/239.93.1.21:5140
深圳卫视,http://182.139.91.112:58888/udp/239.93.1.21:5140
深圳卫视,http://125.69.147.119:55555/udp/239.93.1.21:5140
深圳卫视,http://182.151.169.209:55555/udp/239.93.1.21:5140
深圳卫视,http://118.113.246.235:55555/udp/239.93.1.21:5140
湖北卫视,http://221.237.9.18:6066/udp/239.93.0.115:5140
湖北卫视,http://125.69.147.119:55555/udp/239.93.0.115:5140
湖北卫视,http://221.237.190.219:8888/udp/239.93.0.115:5140
湖北卫视,http://171.88.33.238:4022/udp/239.93.0.115:5140
湖北卫视,http://182.151.169.209:55555/udp/239.93.0.115:5140
湖北卫视,http://222.210.209.3:8888/udp/239.93.0.115:5140
湖北卫视,http://171.214.225.117:5555/udp/239.93.0.115:5140
湖北卫视,http://218.89.233.205:8088/udp/239.93.0.115:5140
湖北卫视,http://218.89.233.206:8088/udp/239.93.0.115:5140
湖北卫视,http://118.113.244.141:55555/udp/239.93.0.115:5140
湖北卫视,http://118.114.200.254:5555/udp/239.93.0.115:5140
湖北卫视,http://182.139.91.101:58888/udp/239.93.0.115:5140
湖北卫视,http://221.237.92.115:9999/udp/239.93.0.115:5140
湖北卫视,http://125.71.114.181:4000/udp/239.93.0.115:5140
湖北卫视,http://118.113.246.235:55555/udp/239.93.0.115:5140
湖北卫视,http://182.139.91.102:58888/udp/239.93.0.115:5140
湖南卫视,http://222.210.209.3:8888/udp/239.93.1.46:5140
湖南卫视,http://118.113.244.141:55555/udp/239.93.1.46:5140
湖南卫视,http://218.89.233.206:8088/udp/239.93.1.46:5140
湖南卫视,http://218.89.233.205:8088/udp/239.93.1.46:5140
湖南卫视,http://221.237.9.18:6066/udp/239.93.1.46:5140
湖南卫视,http://221.237.92.115:9999/udp/239.93.1.46:5140
湖南卫视,http://125.71.114.181:4000/udp/239.93.1.46:5140
湖南卫视,http://118.114.200.254:5555/udp/239.93.1.46:5140
湖南卫视,http://182.151.169.209:55555/udp/239.93.1.46:5140
湖南卫视,http://182.139.91.102:58888/udp/239.93.1.46:5140
湖南卫视,http://118.113.246.235:55555/udp/239.93.1.46:5140
湖南卫视,http://171.88.33.238:4022/udp/239.93.1.46:5140
西藏卫视,http://118.113.244.141:55555/udp/239.93.1.213:5140
贵州卫视,http://222.210.209.3:8888/udp/239.93.1.200:5140
辽宁卫视,http://182.139.91.102:58888/udp/239.93.1.167:5140
辽宁卫视,http://125.71.114.181:4000/udp/239.93.1.167:5140
辽宁卫视,http://182.139.91.112:58888/udp/239.93.1.167:5140
辽宁卫视,http://125.69.147.119:55555/udp/239.93.1.167:5140
辽宁卫视,http://171.214.225.117:5555/udp/239.93.1.167:5140
辽宁卫视,http://222.210.209.3:8888/udp/239.93.1.167:5140
辽宁卫视,http://218.89.233.206:8088/udp/239.93.1.167:5140
辽宁卫视,http://171.88.33.238:4022/udp/239.93.1.167:5140
辽宁卫视,http://182.151.169.209:55555/udp/239.93.1.167:5140
重庆卫视,http://171.214.225.117:5555/udp/239.93.0.119:5140
重庆卫视,http://182.139.91.101:58888/udp/239.93.0.119:5140
重庆卫视,http://118.113.244.141:55555/udp/239.93.0.119:5140
重庆卫视,http://218.89.233.206:8088/udp/239.93.0.119:5140
重庆卫视,http://182.151.169.209:55555/udp/239.93.0.119:5140
重庆卫视,http://221.237.92.115:9999/udp/239.93.0.119:5140
重庆卫视,http://118.114.200.254:5555/udp/239.93.0.119:5140
重庆卫视,http://171.88.33.238:4022/udp/239.93.0.119:5140
重庆卫视,http://221.237.9.18:6066/udp/239.93.0.119:5140
重庆卫视,http://218.89.233.205:8088/udp/239.93.0.119:5140
重庆卫视,http://125.71.114.181:4000/udp/239.93.0.119:5140
陕西卫视,http://221.237.92.115:9999/udp/239.93.1.205:5140
陕西卫视,http://125.69.147.119:55555/udp/239.93.1.205:5140
陕西卫视,http://222.210.209.3:8888/udp/239.93.1.205:5140
青海卫视,http://125.69.147.119:55555/udp/239.93.1.209:5140
青海卫视,http://182.139.91.112:58888/udp/239.93.1.209:5140
青海卫视,http://182.151.169.209:55555/udp/239.93.1.209:5140
青海卫视,http://218.89.233.206:8088/udp/239.93.1.209:5140
黑龙江卫视,http://171.88.33.238:4022/udp/239.93.0.231:5140
黑龙江卫视,http://118.113.246.235:55555/udp/239.93.0.231:5140
黑龙江卫视,http://221.237.9.18:6066/udp/239.93.0.231:5140
黑龙江卫视,http://221.237.190.219:8888/udp/239.93.0.231:5140
黑龙江卫视,http://171.214.225.117:5555/udp/239.93.0.231:5140
黑龙江卫视,http://222.210.209.3:8888/udp/239.93.0.231:5140
黑龙江卫视,http://182.151.169.209:55555/udp/239.93.0.231:5140
黑龙江卫视,http://118.113.244.141:55555/udp/239.93.0.231:5140
黑龙江卫视,http://125.71.114.181:4000/udp/239.93.0.231:5140
黑龙江卫视,http://118.114.200.254:5555/udp/239.93.0.231:5140
黑龙江卫视,http://125.69.147.119:55555/udp/239.93.0.231:5140
黑龙江卫视,http://218.89.233.206:8088/udp/239.93.0.231:5140
黑龙江卫视,http://182.139.91.102:58888/udp/239.93.0.231:5140
黑龙江卫视,http://218.89.233.205:8088/udp/239.93.0.231:5140
